titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques,url
نيمرو فاتح ف ابرك من مدال m اسويت للبيع,Land Plot,Vente,3700000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فاتح ف ابرك من مدال m اسويت للبيع 3,700,000 MRU Land Plot 2 days ago • Tevragh Zeina محمد 1",voursa,2 days ago,"landmark: مدال m اسويت, land_title: No, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فاتح-ف-ابرك-من-مدال-m-اسويت-للبيع--6169
قطعة أرضية للبيع,Office,Vente,2550000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"قطعة أرضية للبيع 2,550,000 MRU Office 2 days ago • Tevragh Zeina Saleck Med 1",voursa,2 days ago,"landmark: Tevrag zeina, land_title: No",https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضية-للبيع--8b02
نمرو اللبيع أفي المطار القديم بلوك 60,Land Plot,Vente,1000000,216.00,,,,Dar Naim,Nouakchott Nord,"نمرو اللبيع أفي المطار القديم بلوك 60 1,000,000 MRU Land Plot 2 days ago • Dar Naim عبدالله 3",voursa,2 days ago,"landmark: نمرو اللبيع أفي المطار القديم بلوك 60, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-اللبيع-افي-المطار-القديم-بلوك-60-dfcb
نص نيمرو فسكتير6 اف نور تفرغ زينة,Land Plot,Vente,2300000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص نيمرو فسكتير6 اف نور تفرغ زينة 2,300,000 MRU Land Plot 2 days ago • Tevragh Zeina محمدفال 1",voursa,2 days ago,"landmark: كدروه الاربعين, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-فسكتير6-اف-نور-تفرغ-زينة-5e69
نيمرو ف عرفات اكريب من كرفور الداية 11 الدخلاني,Land Plot,Vente,280000,120.00,,,,Arafat,Nouakchott Sud,"نيمرو ف عرفات اكريب من كرفور الداية 11 الدخلاني 280,000 MRU Land Plot 2 days ago • Arafat Tewvigh services التوفيق للخدمات 1",voursa,2 days ago,"landmark: كرفور الداية 11 الدخلاني مدرسة حمزة, land_title: Yes, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-ف-عرفات-اكريب-من-كرفور-الداية-11-الدخلاني-8d12
فيلا فتفرغ زين,Villa,Vente,8500000,416.00,7.0,1.0,1.0,Tevragh Zeina,Nouakchott Ouest,"فيلا فتفرغ زين 8,500,000 MRU Residential Property 2 days ago • Tevragh Zeina الخدمات العامه 1",voursa,2 days ago,"landmark: دار عزيز, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/فيلا-فتفرغ-زين-56ba
عندنا ذ النيمرو ف المطار عل بارك للبيع,Land Plot,Vente,650000,180.00,,,,Dar Naim,Nouakchott Nord,"عندنا ذ النيمرو ف المطار عل بارك للبيع 650,000 MRU Land Plot 2 days ago • Dar Naim وكالة زمزم العقارية 1",voursa,2 days ago,"landmark: المطار القديم, land_title: Yes, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/عندنا-ذ-النيمرو-ف-المطار-عل-بارك-للبيع--3876
نيمرو أفكرن من بوش 9 الجديدة قرب الكلية,Land Plot,Vente,4500000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو أفكرن من بوش 9 الجديدة قرب الكلية 4,500,000 MRU Land Plot 2 days ago • Tevragh Zeina سيدي محمد 1",voursa,2 days ago,"landmark: كلية الطب, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-بوش-9-الجديدة-قرب-الكلية--6a8b
320م# من مدال D للبيع,Land Plot,Vente,3150000,320.00,,,,Tevragh Zeina,Nouakchott Ouest,"320م# من مدال D للبيع 3,150,000 MRU Land Plot 2 days ago • Tevragh Zeina محمد 1",voursa,2 days ago,"landmark: مدال D لاول, land_title: No, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/320م-من-مدال-d-للبيع--95df
تراب على كدروه في تفرغ زينة,Land Plot,Vente,8900000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"تراب على كدروه في تفرغ زينة 8,900,000 MRU Land Plot 2 days ago • Tevragh Zeina محمد لمين ولد شيباني 1",voursa,2 days ago,"landmark: تفرغ زينة, land_title: Yes, street_size: 40.00",https://voursa.com/EN/categories/real_estate/ads/تراب-على-كدروه-في-تفرغ-زينة--f11a
قطعة ارض للبيع,Land Plot,Vente,100000,150.00,,,,Dar Naim,Nouakchott Nord,"قطعة ارض للبيع 100,000 MRU Land Plot 2 days ago • Dar Naim Isselmou 1",voursa,2 days ago,"landmark: ماهو العيد من مستشفي انكدو ف المطار القديم, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/ارض-1de9
ديبلكس في اتو فاتح ف ابرك للبيع,Duplex,Vente,6500000,700.00,7.0,2.0,4.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس في اتو فاتح ف ابرك للبيع 6,500,000 MRU Residential Property 2 days ago • Tevragh Zeina محمد 1",voursa,2 days ago,"landmark: ديبلكس, land_title: Yes, balconies: 2, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-في-اتو-فاتح-ف-ابرك-للبيع--006d
دار,Apartment,Vente,900000,15.00,5.0,10.0,2.0,Arafat,Nouakchott Sud,"دار 900,000 MRU Residential Property 2 days ago • Arafat مريم عمر 3",voursa,2 days ago,"landmark: عرفات, land_title: Yes, balconies: 15, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/دار-6d31
فرررررررصة,Commercial and Industrial Real Estate,Vente,1300000,150.00,,,,Arafat,Nouakchott Sud,"فرررررررصة 1,300,000 MRU Commercial and Industrial Real Estate 2 days ago • Arafat بورصة محمدأحمد العقارية 1",voursa,2 days ago,"landmark: بقالة الله أكبر, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرررررررصة-8262
",نيمرو فتيارت i5",Land Plot,Vente,2800000,216.00,,,,Teyarett,Nouakchott Nord,",نيمرو فتيارت i5 2,800,000 MRU Land Plot 2 days ago • Teyarett محمد عبد الله ولد سيكه 1",voursa,2 days ago,"landmark: سكتير 4, land_title: Yes, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فتيارت-i5-bced
نصف نيمرو للبيع من كج تفرغ زينه البوادي,Land Plot,Vente,22000000,10.00,,,,Teyarett,Nouakchott Nord,"نصف نيمرو للبيع من كج تفرغ زينه البوادي 22,000,000 MRU Land Plot 2 days ago • Teyarett Chrif 3",voursa,2 days ago,"landmark: مشوي محمد الامين, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-للبيع-من-كج-تفرغ-زينهالبوادي-3725
ديبلكس طراز راقي في سكتير 5 صحراوي,Land Plot,Vente,9000000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"ديبلكس طراز راقي في سكتير 5 صحراوي 9,000,000 MRU Land Plot 2 days ago • Tevragh Zeina سيدي محمد 1",voursa,2 days ago,"landmark: سكتير 5, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-طراز-راقي-في-سكتير-5-صحراوي--2847
بيع,Apartment,Vente,9000000,15.00,5.0,10.0,2.0,Arafat,Nouakchott Sud,"بيع 9,000,000 MRU Residential Property 2 days ago • Arafat مريم عمر 2",voursa,2 days ago,"landmark: عرفات, land_title: Yes, balconies: 5, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/بيع-674f
جبلكس للبيع في تفرغ زينه قرب دار عزيز مزا لة نظيفه,Duplex,Vente,6700000,280.00,8.0,3.0,5.0,Tevragh Zeina,Nouakchott Ouest,"جبلكس للبيع في تفرغ زينه قرب دار عزيز مزا لة نظيفه 6,700,000 MRU Residential Property 2 days ago • Tevragh Zeina أبياه 3",voursa,2 days ago,"landmark: البات, land_title: Yes, balconies: 3, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/جبلكس-للبيع-في-تفرغ-زينه-قرب-دار-عزيز-مزا-لة-نظيفه-0fb7
سوق فكبتال,Other,Vente,35000000,500.00,25.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"سوق فكبتال 35,000,000 MRU Residential Property 2 days ago • Tevragh Zeina الخدمات العامه 1",voursa,2 days ago,"landmark: سوق كبتال اجديد, land_title: Yes, balconies: 1, street_size: 30.00",https://voursa.com/EN/categories/real_estate/ads/سوق-فكبتال-a6d9
نيمرو فالمطار بينو واحد مع كدروه,Land Plot,Vente,1000000,216.00,,,,Teyarett,Nouakchott Nord,"نيمرو فالمطار بينو واحد مع كدروه 1,000,000 MRU Land Plot 2 days ago • Teyarett سيدي محمد 1",voursa,2 days ago,"landmark: المدرسه الجمهورية, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-بينو-واحد-مع-كدروه--f4ef
دار فلوج,Other,Vente,1700000,150.00,7.0,2.0,2.0,Arafat,Nouakchott Sud,"دار فلوج 1,700,000 MRU Residential Property 2 days ago • Arafat الخدمات العامه 1",voursa,2 days ago,"landmark: كدام سوق الياقوت, land_title: Yes, balconies: 2, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/دار-فلوج-de81
نيمرو أفكرن من الإسكان البحر,Land Plot,Vente,3150000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو أفكرن من الإسكان البحر 3,150,000 MRU Land Plot 2 days ago • Tevragh Zeina سيدي محمد 1",voursa,2 days ago,"landmark: شارع آوكار, land_title: Yes, street_size: 30.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-الاسكان-البحر--e54e
نيمرو أفكرن من بوش 9 الجديدة,Land Plot,Vente,4600000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو أفكرن من بوش 9 الجديدة 4,600,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 1",voursa,3 days ago,"landmark: كلية الطب, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-بوش-9-الجديدة--6ab3
500م# من مدال m لاول بين واحد امع كدروه للبيع,Land Plot,Vente,1900000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"500م# من مدال m لاول بين واحد امع كدروه للبيع 1,900,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",voursa,3 days ago,"landmark: مدال m لاول, land_title: No, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/500م-من-مدال-m-لاول-بين-واحد-امع-كدروه-للبيع--3278
300م# فكرن اعلي شارع 60 من سكتير 2 ابلوكات للبيع,Land Plot,Vente,4300000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"300م# فكرن اعلي شارع 60 من سكتير 2 ابلوكات للبيع 4,300,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",voursa,3 days ago,"landmark: سكتير 2 ابلوكات, land_title: No, street_size: 60.00",https://voursa.com/EN/categories/real_estate/ads/300م-فكرن-اعلي-شارع-60-من-سكتير-2-ابلوكات-للبيع--c67f
نيمروو فاتح ف ابرك من مدال m لاول بالقرب من استصيوه تاتو للبيع,Land Plot,Vente,40000000,700.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمروو فاتح ف ابرك من مدال m لاول بالقرب من استصيوه تاتو للبيع 40,000,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",voursa,3 days ago,"landmark: مدال m لاول, land_title: No, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/نيمروو-فاتح-ف-ابرك-من-مدال-m-لاول-بالقرب-من-استصيوه-تاتو-للبيع--fdb4
نيمرو من اتراب إسكان تفرغ زينه إعلى شارع آوكار,Land Plot,Vente,3500000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من اتراب إسكان تفرغ زينه إعلى شارع آوكار 3,500,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 1",voursa,3 days ago,"landmark: منتجع صباح, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــع-من-اتراب-اسكان-تفرغ-زينه--b455
للبيع ديبلكس,Duplex,Vente,4500000,200.00,6.0,2.0,3.0,Tevragh Zeina,Nouakchott Ouest,"للبيع ديبلكس 4,500,000 MRU Residential Property 3 days ago • Tevragh Zeina عبدو 1",voursa,3 days ago,"landmark: تراب ديدي, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/للبيع-ديبلكس--6663
دار,Apartment,Vente,9000000,15.00,5.0,10.0,2.0,Arafat,Nouakchott Sud,"دار 9,000,000 MRU Residential Property 3 days ago • Arafat مريم عمر 1",voursa,3 days ago,"landmark: منزل, land_title: Yes, balconies: 15, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/دار-ce3c
نيمرو فاتح ف ابرك فمدال m لاول للبيع,Land Plot,Vente,3800000,700.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فاتح ف ابرك فمدال m لاول للبيع 3,800,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",voursa,3 days ago,"landmark: مدال m لاول, land_title: No, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فاتح-ف-ابرك-فمدال-m-لاول-للبيع--3602
نيمرو من إسكان تفرغ زينه على ثلاث شوارع,Land Plot,Vente,3150000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من إسكان تفرغ زينه على ثلاث شوارع 3,150,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 1",voursa,3 days ago,"landmark: منتجع صباح, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-اسكان-تفرغ-زينه-على-ثلاث-شوارع--d33c
منزل,Apartment,Vente,1500000,150.00,5.0,2.0,1.0,Nouadhibou,Dakhlet Nouadhibou,"منزل 1,500,000 MRU Residential Property 3 days ago • Nouadhibou مينا 2",voursa,3 days ago,"landmark: سوكوحيم, land_title: Yes, balconies: 2, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/منزل-2485
فرصة نيمرو فاتح ف بارك ف المطار للبيع,Land Plot,Vente,1050000,180.00,,,,Dar Naim,Nouakchott Nord,"فرصة نيمرو فاتح ف بارك ف المطار للبيع 1,050,000 MRU Land Plot 3 days ago • Dar Naim وكالة زمزم العقارية 1",voursa,3 days ago,"landmark: المطار القديم, land_title: Yes, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمرو-فاتح-ف-بارك-ف-المطار-للبيع--6237
منزل,Other,Vente,1300000,180.00,6.0,1.0,3.0,Arafat,Nouakchott Sud,"منزل 1,300,000 MRU Residential Property 3 days ago • Arafat ام كلثوم احمد طالب 2",voursa,3 days ago,"landmark: غرب معهد تكوين العلماء, land_title: Yes, balconies: 0, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/منزل-b9cf
دار فبوحديده,Apartment,Vente,1000000,120.00,3.0,1.0,2.0,Toujounine,Nouakchott Nord,"دار فبوحديده 1,000,000 MRU Residential Property 3 days ago • Toujounine محمد عبد الله ولد سيكه 1",voursa,3 days ago,"landmark: بوحديده, land_title: Yes, balconies: 1, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/دار-فبوحديده--70ed
نيمرو من سكتير 4 فاتح اعل كدروه وفكرن,Land Plot,Vente,10500000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 4 فاتح اعل كدروه وفكرن 10,500,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 2",voursa,3 days ago,"landmark: كدروه السنوار, land_title: Yes, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-4-فاتح-اعل-كدروه-وفكرن--c8d5
تراب للبيع في سكتير 6 على كدروه فلكرن,Land Plot,Vente,8600000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"تراب للبيع في سكتير 6 على كدروه فلكرن 8,600,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد لمين ولد شيباني 2",voursa,3 days ago,"landmark: شارع 40, land_title: Yes, street_size: 40.00",https://voursa.com/EN/categories/real_estate/ads/تراب-للبيع-في-سكتير-6-على-كدروه-فلكرن--5fdc
