raw_text,price_mru,property_type,time_ago,title_guess,location,source,url,lot_size,street_size,closest_landmark,land_title,detail_property_type,halls,balconies,bathrooms,rooms
"نيمرو أفكرن من بوش 9 الجديدة قرب الكلية 4,500,000 MRU Land Plot 2 days ago • Tevragh Zeina سيدي محمد 1",4500000,Land Plot,2 days ago,نيمرو أفكرن من بوش 9 الجديدة قرب الكلية,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-بوش-9-الجديدة-قرب-الكلية--6a8b,600.00,,كلية الطب,Yes,,,,,
"320م# من مدال D للبيع 3,150,000 MRU Land Plot 2 days ago • Tevragh Zeina محمد 1",3150000,Land Plot,2 days ago,320م# من مدال D للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/320م-من-مدال-d-للبيع--95df,320.00,15.00,مدال D لاول,No,,,,,
"تراب على كدروه في تفرغ زينة 8,900,000 MRU Land Plot 2 days ago • Tevragh Zeina محمد لمين ولد شيباني 1",8900000,Land Plot,2 days ago,تراب على كدروه في تفرغ زينة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/تراب-على-كدروه-في-تفرغ-زينة--f11a,600.00,40.00,تفرغ زينة,Yes,,,,,
"قطعة ارض للبيع 100,000 MRU Land Plot 2 days ago • Dar Naim Isselmou 1",100000,Land Plot,2 days ago,قطعة ارض للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/ارض-1de9,150.00,,ماهو العيد من مستشفي انكدو ف المطار القديم,Yes,,,,,
"ديبلكس في اتو فاتح ف ابرك للبيع 6,500,000 MRU Residential Property 2 days ago • Tevragh Zeina محمد 1",6500000,Residential Property,2 days ago,ديبلكس في اتو فاتح ف ابرك للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-في-اتو-فاتح-ف-ابرك-للبيع--006d,700.00,20.00,ديبلكس,Yes,Duplex,2.0,2.0,4.0,7.0
"دار 900,000 MRU Residential Property 2 days ago • Arafat مريم عمر 3",900000,Residential Property,2 days ago,دار,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-6d31,15.00,15.00,عرفات,Yes,Apartment,10.0,15.0,2.0,5.0
"فرررررررصة 1,300,000 MRU Commercial and Industrial Real Estate 2 days ago • Arafat بورصة محمدأحمد العقارية 1",1300000,Commercial and Industrial Real Estate,2 days ago,فرررررررصة,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/فرررررررصة-8262,150.00,,بقالة الله أكبر,No,,,,,
",نيمرو فتيارت i5 2,800,000 MRU Land Plot 2 days ago • Teyarett محمد عبد الله ولد سيكه 1",2800000,Land Plot,2 days ago,",نيمرو فتيارت i5",Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فتيارت-i5-bced,216.00,12.00,سكتير 4,Yes,,,,,
"نصف نيمرو للبيع من كج تفرغ زينه البوادي 22,000,000 MRU Land Plot 2 days ago • Teyarett Chrif 3",22000000,Land Plot,2 days ago,نصف نيمرو للبيع من كج تفرغ زينه البوادي,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-للبيع-من-كج-تفرغ-زينهالبوادي-3725,10.00,,مشوي محمد الامين,No,,,,,
"ديبلكس طراز راقي في سكتير 5 صحراوي 9,000,000 MRU Land Plot 2 days ago • Tevragh Zeina سيدي محمد 1",9000000,Land Plot,2 days ago,ديبلكس طراز راقي في سكتير 5 صحراوي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-طراز-راقي-في-سكتير-5-صحراوي--2847,300.00,,سكتير 5,Yes,,,,,
"بيع 9,000,000 MRU Residential Property 2 days ago • Arafat مريم عمر 2",9000000,Residential Property,2 days ago,بيع,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/بيع-674f,15.00,10.00,عرفات,Yes,Apartment,10.0,5.0,2.0,5.0
"جبلكس للبيع في تفرغ زينه قرب دار عزيز مزا لة نظيفه 6,700,000 MRU Residential Property 2 days ago • Tevragh Zeina أبياه 3",6700000,Residential Property,2 days ago,جبلكس للبيع في تفرغ زينه قرب دار عزيز مزا لة نظيفه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/جبلكس-للبيع-في-تفرغ-زينه-قرب-دار-عزيز-مزا-لة-نظيفه-0fb7,280.00,15.00,البات,Yes,Duplex,3.0,3.0,5.0,8.0
"سوق فكبتال 35,000,000 MRU Residential Property 2 days ago • Tevragh Zeina الخدمات العامه 1",35000000,Residential Property,2 days ago,سوق فكبتال,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/سوق-فكبتال-a6d9,500.00,30.00,سوق كبتال اجديد,Yes,Other,1.0,1.0,2.0,25.0
"نيمرو فالمطار بينو واحد مع كدروه 1,000,000 MRU Land Plot 2 days ago • Teyarett سيدي محمد 1",1000000,Land Plot,2 days ago,نيمرو فالمطار بينو واحد مع كدروه,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-بينو-واحد-مع-كدروه--f4ef,216.00,,المدرسه الجمهورية,Yes,,,,,
"دار فلوج 1,700,000 MRU Residential Property 2 days ago • Arafat الخدمات العامه 1",1700000,Residential Property,2 days ago,دار فلوج,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فلوج-de81,150.00,10.00,كدام سوق الياقوت,Yes,Other,2.0,2.0,2.0,7.0
"نيمرو أفكرن من الإسكان البحر 3,150,000 MRU Land Plot 2 days ago • Tevragh Zeina سيدي محمد 1",3150000,Land Plot,2 days ago,نيمرو أفكرن من الإسكان البحر,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-الاسكان-البحر--e54e,300.00,30.00,شارع آوكار,Yes,,,,,
"نيمرو أفكرن من بوش 9 الجديدة 4,600,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 1",4600000,Land Plot,3 days ago,نيمرو أفكرن من بوش 9 الجديدة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-بوش-9-الجديدة--6ab3,600.00,,كلية الطب,Yes,,,,,
"500م# من مدال m لاول بين واحد امع كدروه للبيع 1,900,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",1900000,Land Plot,3 days ago,500م# من مدال m لاول بين واحد امع كدروه للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/500م-من-مدال-m-لاول-بين-واحد-امع-كدروه-للبيع--3278,500.00,15.00,مدال m لاول,No,,,,,
"300م# فكرن اعلي شارع 60 من سكتير 2 ابلوكات للبيع 4,300,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",4300000,Land Plot,3 days ago,300م# فكرن اعلي شارع 60 من سكتير 2 ابلوكات للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/300م-فكرن-اعلي-شارع-60-من-سكتير-2-ابلوكات-للبيع--c67f,300.00,60.00,سكتير 2 ابلوكات,No,,,,,
"نيمروو فاتح ف ابرك من مدال m لاول بالقرب من استصيوه تاتو للبيع 40,000,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",40000000,Land Plot,3 days ago,نيمروو فاتح ف ابرك من مدال m لاول بالقرب من استصيوه تاتو للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروو-فاتح-ف-ابرك-من-مدال-m-لاول-بالقرب-من-استصيوه-تاتو-للبيع--fdb4,700.00,15.00,مدال m لاول,No,,,,,
"نيمرو من اتراب إسكان تفرغ زينه إعلى شارع آوكار 3,500,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 1",3500000,Land Plot,3 days ago,نيمرو من اتراب إسكان تفرغ زينه إعلى شارع آوكار,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــع-من-اتراب-اسكان-تفرغ-زينه--b455,300.00,,منتجع صباح,Yes,,,,,
"للبيع ديبلكس 4,500,000 MRU Residential Property 3 days ago • Tevragh Zeina عبدو 1",4500000,Residential Property,3 days ago,للبيع ديبلكس,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/للبيع-ديبلكس--6663,200.00,15.00,تراب ديدي,Yes,Duplex,2.0,1.0,3.0,6.0
"دار 9,000,000 MRU Residential Property 3 days ago • Arafat مريم عمر 1",9000000,Residential Property,3 days ago,دار,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-ce3c,15.00,15.00,منزل,Yes,Apartment,10.0,15.0,2.0,5.0
"نيمرو فاتح ف ابرك فمدال m لاول للبيع 3,800,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",3800000,Land Plot,3 days ago,نيمرو فاتح ف ابرك فمدال m لاول للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فاتح-ف-ابرك-فمدال-m-لاول-للبيع--3602,700.00,20.00,مدال m لاول,No,,,,,
"نيمرو من إسكان تفرغ زينه على ثلاث شوارع 3,150,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 1",3150000,Land Plot,3 days ago,نيمرو من إسكان تفرغ زينه على ثلاث شوارع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-اسكان-تفرغ-زينه-على-ثلاث-شوارع--d33c,300.00,,منتجع صباح,Yes,,,,,
"منزل 1,500,000 MRU Residential Property 3 days ago • Nouadhibou مينا 2",1500000,Residential Property,3 days ago,منزل,Nouadhibou,voursa,https://voursa.com/EN/categories/real_estate/ads/منزل-2485,150.00,10.00,سوكوحيم,Yes,Apartment,2.0,2.0,1.0,5.0
"فرصة نيمرو فاتح ف بارك ف المطار للبيع 1,050,000 MRU Land Plot 3 days ago • Dar Naim وكالة زمزم العقارية 1",1050000,Land Plot,3 days ago,فرصة نيمرو فاتح ف بارك ف المطار للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمرو-فاتح-ف-بارك-ف-المطار-للبيع--6237,180.00,12.00,المطار القديم,Yes,,,,,
"منزل 1,300,000 MRU Residential Property 3 days ago • Arafat ام كلثوم احمد طالب 2",1300000,Residential Property,3 days ago,منزل,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/منزل-b9cf,180.00,25.00,غرب معهد تكوين العلماء,Yes,Other,1.0,0.0,3.0,6.0
"دار فبوحديده 1,000,000 MRU Residential Property 3 days ago • Toujounine محمد عبد الله ولد سيكه 1",1000000,Residential Property,3 days ago,دار فبوحديده,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فبوحديده--70ed,120.00,8.00,بوحديده,Yes,Apartment,1.0,1.0,2.0,3.0
"نيمرو من سكتير 4 فاتح اعل كدروه وفكرن 10,500,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 2",10500000,Land Plot,3 days ago,نيمرو من سكتير 4 فاتح اعل كدروه وفكرن,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-4-فاتح-اعل-كدروه-وفكرن--c8d5,600.00,20.00,كدروه السنوار,Yes,,,,,
"تراب للبيع في سكتير 6 على كدروه فلكرن 8,600,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد لمين ولد شيباني 2",8600000,Land Plot,3 days ago,تراب للبيع في سكتير 6 على كدروه فلكرن,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/تراب-للبيع-في-سكتير-6-على-كدروه-فلكرن--5fdc,600.00,40.00,شارع 40,Yes,,,,,
"ارض في زاوية في الصحراوي قريب من كدروه 4,000,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد لمين ولد شيباني 1",4000000,Land Plot,3 days ago,ارض في زاوية في الصحراوي قريب من كدروه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ارض-في-زاوية-في-الصحراوي-قريب-من-كدروه-629e,415.00,20.00,الصحراوي,Yes,,,,,
"دار فبيك 7 فاتح فبرك 700,000 MRU Residential Property 3 days ago • Riyadh الخدمات العامه 1",700000,Residential Property,3 days ago,دار فبيك 7 فاتح فبرك,Riyadh,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فبيك-7-فاتح-فبرك-f45c,180.00,15.00,صيدليه دكار,Yes,Other,1.0,1.0,1.0,4.0
"قطعة ارض للبيع 100,000 MRU Land Plot 3 days ago • Dar Naim Isselmou 1",100000,Land Plot,3 days ago,قطعة ارض للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/ارض-9d27,150.00,,مستشفي السرطان انكدو المطار القديم,Yes,,,,,
"دار فلوج 1,100,000 MRU Residential Property 3 days ago • Arafat الخدمات العامه 1",1100000,Residential Property,3 days ago,دار فلوج,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فلوج-26d0,150.00,8.00,فلوج,Yes,Other,1.0,1.0,2.0,1.0
"دار فعين الطلح 2,300,000 MRU Residential Property 3 days ago • Teyarett الخدمات العامه 1",2300000,Residential Property,3 days ago,دار فعين الطلح,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فعين-الطلح--4949,150.00,8.00,برك سكوجيم,Yes,Other,1.0,1.0,2.0,4.0
"قطعة ارض وفيها محل غير مكتمل 400,000 MRU Land Plot 3 days ago • FDerick Mrabih rabou cheikh lwali 3",400000,Land Plot,3 days ago,قطعة ارض وفيها محل غير مكتمل,,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-وفيها-محل-غير-مكتمل-c4b7,600.00,,المنصة الرئيسية,Yes,,,,,
"نيمرو فكرن من الفوز للبيع 55,000,000 MRU Land Plot 3 days ago • Teyarett محمد 1",55000000,Land Plot,3 days ago,نيمرو فكرن من الفوز للبيع,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-الفوز-للبيع--0178,400.00,30.00,الفوز,No,,,,,
"نصف نيمرو فالمطار إحذ لكبيد فرصة 1,500,000 MRU Land Plot 3 days ago • Dar Naim سيدي محمد 1",1500000,Land Plot,3 days ago,نصف نيمرو فالمطار إحذ لكبيد فرصة,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-فالمطار-احذ-لكبيد-فرصة--9a7a,200.00,12.00,بين لكبيد ومدينة المرح,Yes,,,,,
"نيمرو فكرن ابرك من مدال m لاول للبيع 3,900,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",3900000,Land Plot,3 days ago,نيمرو فكرن ابرك من مدال m لاول للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-ابرك-من-مدال-m-لاول-للبيع--c70c,600.00,15.00,مدال m لاول,No,,,,,
"سمعه للبيع 1,500,000 MRU Residential Property 3 days ago • Dar Naim Agence LEWEDLI 1",1500000,Residential Property,3 days ago,سمعه للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-للبيع-ff5a,150.00,10.00,تن سويلم,Yes,Other,0.0,0.0,0.0,0.0
"نيمروين من بوش 9 كلهم أفكرن 10,000,000 MRU Land Plot 3 days ago • Tevragh Zeina سيدي محمد 1",10000000,Land Plot,3 days ago,نيمروين من بوش 9 كلهم أفكرن,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروين-من-بوش-9-كلهم-افكرن--df6d,1060.00,,سانتر متير,Yes,,,,,
"نص فكرن من سكتير 4 للبيع 3,400,000 MRU Land Plot 3 days ago • Tevragh Zeina محمد 1",3400000,Land Plot,3 days ago,نص فكرن من سكتير 4 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-فكرن-من-سكتير-4-للبيع--d41a,300.00,20.00,سكتير 4,No,,,,,
"نصف نيمرو من الغوز 2,200,000 MRU Land Plot 3 days ago • Teyarett محمد يسلم 1",2200000,Land Plot,3 days ago,نصف نيمرو من الغوز,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-من-الغوز-4f0d,300.00,12.00,استاسيوه آفربكا,Yes,,,,,
"نيمرو من بلوك 59 إعلى رامبلة 3,200,000 MRU Land Plot 3 days ago • Teyarett سيدي محمد 1",3200000,Land Plot,3 days ago,نيمرو من بلوك 59 إعلى رامبلة,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-بلوك-59-اعلى-رامبلة--3635,600.00,20.00,إيثار,Yes,,,,,
"نيمرو من سكتير 5 F Nord 7,500,000 MRU Land Plot 4 days ago • Tevragh Zeina سيدي محمد 1",7500000,Land Plot,4 days ago,نيمرو من سكتير 5 F Nord,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-5-f-nord--a4d4,875.00,20.00,كدروه كمال,Yes,,,,,
